: sem1_capital-conturies
아테네 그리스 바그다드 이라크
아바나 쿠바 이슬라마바드 파키스탄
아바나 쿠바 자카르타 인도네시아
아바나 쿠바 키예프 우크라이나
아바나 쿠바 리마 페루
아바나 쿠바 리스본 포르투갈
아바나 쿠바 런던 영국
아바나 쿠바 마드리드 스페인
아바나 쿠바 마닐라 필리핀
아바나 쿠바 모스크바 러시아
아바나 쿠바 나이로비 케냐
아바나 쿠바 오슬로 노르웨이
아바나 쿠바 오타와 캐나다
아바나 쿠바 파리 프랑스
아바나 쿠바 로마 이탈리아
아바나 쿠바 산티아고 칠레
아바나 쿠바 소피아 불가리아
아바나 쿠바 스톡홀름 스웨덴
아바나 쿠바 타이페이 대만
아바나 쿠바 테헤란 이란
아바나 쿠바 도쿄 일본
아바나 쿠바 오스트리아 빈
아바나 쿠바 바르샤바 폴란드
아바나 쿠바 자그레브 크로아티아
아바나 쿠바 서울 대한민국
자그레브 크로아티아 서울 대한민국
방콕 태국 베이징 중국
방콕 태국 베이루트 레바논
방콕 태국 베오그라드 세르비아
방콕 태국 베를린 독일
방콕 태국 베른 스위스
방콕 태국 브뤼셀 벨기에
방콕 태국 부쿠레슈티 루마니아
방콕 태국 부다페스트 헝가리
방콕 태국 카이로 이집트
방콕 태국 캔버라 호주
방콕 태국 코펜하겐 덴마크
방콕 태국 다마스쿠스 시리아
방콕 태국 다카 방글라데시
방콕 태국 더블린 아일랜드
방콕 태국 하노이 베트남
방콕 태국 아바나 쿠바
방콕 태국 헬싱키 핀란드
방콕 태국 이슬라마바드 파키스탄
방콕 태국 자카르타 인도네시아
방콕 태국 키예프 우크라이나
방콕 태국 리마 페루
방콕 태국 리스본 포르투갈
방콕 태국 런던 영국
방콕 태국 마드리드 스페인
방콕 태국 마닐라 필리핀
방콕 태국 모스크바 러시아
방콕 태국 나이로비 케냐
방콕 태국 오슬로 노르웨이
방콕 태국 오타와 캐나다
방콕 태국 파리 프랑스
방콕 태국 로마 이탈리아
방콕 태국 산티아고 칠레
방콕 태국 소피아 불가리아
방콕 태국 스톡홀름 스웨덴
방콕 태국 타이페이 대만
방콕 태국 테헤란 이란
방콕 태국 도쿄 일본
방콕 태국 오스트리아 빈
방콕 태국 바르샤바 폴란드
방콕 태국 자그레브 크로아티아
방콕 태국 서울 대한민국
앙카라 터키 아테네 그리스
앙카라 터키 바그다드 이라크
앙카라 터키 방콕 태국
앙카라 터키 베이징 중국
앙카라 터키 베이루트 레바논
앙카라 터키 베오그라드 세르비아
앙카라 터키 베를린 독일
앙카라 터키 베른 스위스
앙카라 터키 브뤼셀 벨기에
앙카라 터키 부쿠레슈티 루마니아
앙카라 터키 부다페스트 헝가리
앙카라 터키 카이로 이집트
앙카라 터키 캔버라 호주
앙카라 터키 코펜하겐 덴마크
앙카라 터키 다마스쿠스 시리아
앙카라 터키 다카 방글라데시
앙카라 터키 더블린 아일랜드
앙카라 터키 하노이 베트남
앙카라 터키 아바나 쿠바
앙카라 터키 헬싱키 핀란드
앙카라 터키 이슬라마바드 파키스탄
앙카라 터키 자카르타 인도네시아
앙카라 터키 키예프 우크라이나
앙카라 터키 리마 페루
앙카라 터키 리스본 포르투갈
앙카라 터키 런던 영국
앙카라 터키 마드리드 스페인
앙카라 터키 마닐라 필리핀
앙카라 터키 모스크바 러시아
앙카라 터키 나이로비 케냐
앙카라 터키 오슬로 노르웨이
앙카라 터키 오타와 캐나다
앙카라 터키 파리 프랑스
앙카라 터키 로마 이탈리아
앙카라 터키 산티아고 칠레
앙카라 터키 소피아 불가리아
앙카라 터키 스톡홀름 스웨덴
앙카라 터키 타이페이 대만
앙카라 터키 테헤란 이란
앙카라 터키 도쿄 일본
앙카라 터키 오스트리아 빈
앙카라 터키 바르샤바 폴란드
앙카라 터키 자그레브 크로아티아
앙카라 터키 서울 대한민국
이슬라마바드 파키스탄 자카르타 인도네시아
이슬라마바드 파키스탄 키예프 우크라이나
이슬라마바드 파키스탄 리마 페루
이슬라마바드 파키스탄 리스본 포르투갈
이슬라마바드 파키스탄 런던 영국
이슬라마바드 파키스탄 마드리드 스페인
이슬라마바드 파키스탄 마닐라 필리핀
이슬라마바드 파키스탄 모스크바 러시아
이슬라마바드 파키스탄 나이로비 케냐
이슬라마바드 파키스탄 오슬로 노르웨이
이슬라마바드 파키스탄 오타와 캐나다
이슬라마바드 파키스탄 파리 프랑스
이슬라마바드 파키스탄 로마 이탈리아
이슬라마바드 파키스탄 산티아고 칠레
이슬라마바드 파키스탄 소피아 불가리아
이슬라마바드 파키스탄 스톡홀름 스웨덴
이슬라마바드 파키스탄 타이페이 대만
이슬라마바드 파키스탄 테헤란 이란
이슬라마바드 파키스탄 도쿄 일본
이슬라마바드 파키스탄 오스트리아 빈
이슬라마바드 파키스탄 바르샤바 폴란드
이슬라마바드 파키스탄 자그레브 크로아티아
이슬라마바드 파키스탄 서울 대한민국
리마 페루 리스본 포르투갈
리마 페루 런던 영국
리마 페루 마드리드 스페인
리마 페루 마닐라 필리핀
리마 페루 모스크바 러시아
리마 페루 나이로비 케냐
리마 페루 오슬로 노르웨이
리마 페루 오타와 캐나다
리마 페루 파리 프랑스
리마 페루 로마 이탈리아
리마 페루 산티아고 칠레
리마 페루 소피아 불가리아
리마 페루 스톡홀름 스웨덴
리마 페루 타이페이 대만
리마 페루 테헤란 이란
리마 페루 도쿄 일본
리마 페루 오스트리아 빈
리마 페루 바르샤바 폴란드
리마 페루 자그레브 크로아티아
리마 페루 서울 대한민국
리스본 포르투갈 런던 영국
리스본 포르투갈 마드리드 스페인
리스본 포르투갈 마닐라 필리핀
리스본 포르투갈 모스크바 러시아
리스본 포르투갈 나이로비 케냐
리스본 포르투갈 오슬로 노르웨이
리스본 포르투갈 오타와 캐나다
리스본 포르투갈 파리 프랑스
리스본 포르투갈 로마 이탈리아
리스본 포르투갈 산티아고 칠레
리스본 포르투갈 소피아 불가리아
리스본 포르투갈 스톡홀름 스웨덴
리스본 포르투갈 타이페이 대만
리스본 포르투갈 테헤란 이란
리스본 포르투갈 도쿄 일본
리스본 포르투갈 오스트리아 빈
리스본 포르투갈 바르샤바 폴란드
리스본 포르투갈 자그레브 크로아티아
리스본 포르투갈 서울 대한민국
바르샤바 폴란드 자그레브 크로아티아
바르샤바 폴란드 서울 대한민국
파리 프랑스 로마 이탈리아
파리 프랑스 산티아고 칠레
파리 프랑스 소피아 불가리아
파리 프랑스 스톡홀름 스웨덴
파리 프랑스 타이페이 대만
파리 프랑스 테헤란 이란
파리 프랑스 도쿄 일본
파리 프랑스 오스트리아 빈
파리 프랑스 바르샤바 폴란드
파리 프랑스 자그레브 크로아티아
파리 프랑스 서울 대한민국
헬싱키 핀란드 이슬라마바드 파키스탄
헬싱키 핀란드 자카르타 인도네시아
헬싱키 핀란드 키예프 우크라이나
헬싱키 핀란드 리마 페루
헬싱키 핀란드 리스본 포르투갈
헬싱키 핀란드 런던 영국
헬싱키 핀란드 마드리드 스페인
헬싱키 핀란드 마닐라 필리핀
헬싱키 핀란드 모스크바 러시아
헬싱키 핀란드 나이로비 케냐
헬싱키 핀란드 오슬로 노르웨이
헬싱키 핀란드 오타와 캐나다
헬싱키 핀란드 파리 프랑스
헬싱키 핀란드 로마 이탈리아
헬싱키 핀란드 산티아고 칠레
헬싱키 핀란드 소피아 불가리아
헬싱키 핀란드 스톡홀름 스웨덴
헬싱키 핀란드 타이페이 대만
헬싱키 핀란드 테헤란 이란
헬싱키 핀란드 도쿄 일본
헬싱키 핀란드 오스트리아 빈
헬싱키 핀란드 바르샤바 폴란드
헬싱키 핀란드 자그레브 크로아티아
헬싱키 핀란드 서울 대한민국
마닐라 필리핀 모스크바 러시아
마닐라 필리핀 나이로비 케냐
마닐라 필리핀 오슬로 노르웨이
마닐라 필리핀 오타와 캐나다
마닐라 필리핀 파리 프랑스
마닐라 필리핀 로마 이탈리아
마닐라 필리핀 산티아고 칠레
마닐라 필리핀 소피아 불가리아
마닐라 필리핀 스톡홀름 스웨덴
마닐라 필리핀 타이페이 대만
마닐라 필리핀 테헤란 이란
마닐라 필리핀 도쿄 일본
마닐라 필리핀 오스트리아 빈
마닐라 필리핀 바르샤바 폴란드
마닐라 필리핀 자그레브 크로아티아
마닐라 필리핀 서울 대한민국
부다페스트 헝가리 카이로 이집트
부다페스트 헝가리 캔버라 호주
부다페스트 헝가리 코펜하겐 덴마크
부다페스트 헝가리 다마스쿠스 시리아
부다페스트 헝가리 다카 방글라데시
부다페스트 헝가리 더블린 아일랜드
부다페스트 헝가리 하노이 베트남
부다페스트 헝가리 아바나 쿠바
부다페스트 헝가리 헬싱키 핀란드
부다페스트 헝가리 이슬라마바드 파키스탄
부다페스트 헝가리 자카르타 인도네시아
부다페스트 헝가리 키예프 우크라이나
부다페스트 헝가리 리마 페루
부다페스트 헝가리 리스본 포르투갈
부다페스트 헝가리 런던 영국
부다페스트 헝가리 마드리드 스페인
부다페스트 헝가리 마닐라 필리핀
부다페스트 헝가리 모스크바 러시아
부다페스트 헝가리 나이로비 케냐
부다페스트 헝가리 오슬로 노르웨이
부다페스트 헝가리 오타와 캐나다
부다페스트 헝가리 파리 프랑스
부다페스트 헝가리 로마 이탈리아
부다페스트 헝가리 산티아고 칠레
부다페스트 헝가리 소피아 불가리아
부다페스트 헝가리 스톡홀름 스웨덴
부다페스트 헝가리 타이페이 대만
부다페스트 헝가리 테헤란 이란
부다페스트 헝가리 도쿄 일본
: sem2_male-female
계부 계모 고모부 고모
계부 계모 고조부 고조모
계부 계모 그 그녀
계부 계모 남동생 여동생
계부 계모 남자 여자
계부 계모 남직원 여직원
계부 계모 남편 아내
계부 계모 남학생 여학생
계부 계모 삼촌 숙모
계부 계모 소년 소녀
계부 계모 손자 손녀
계부 계모 수소 암소
계부 계모 수탉 암탉
계부 계모 신랑 신부
계부 계모 아들 딸
계부 계모 아버지 어머니
계부 계모 아빠 엄마
계부 계모 아저씨 아줌마
계부 계모 오빠 언니
계부 계모 왕 여왕
계부 계모 왕자 공주
계부 계모 외삼촌 외숙모
계부 계모 이모부 이모
계부 계모 장인 장모
계부 계모 제부 제수
계부 계모 조부 조모
계부 계모 증조부 증조모
계부 계모 증조할아버지 증조할머니
계부 계모 할배 할매
계부 계모 할아버지 할머니
계부 계모 형 누나
계부 계모 형부 형수
계부 계모 형제 자매
계부 계모 남성 여성
계부 계모 신사 숙녀
계부 계모 장가 시집
계부 계모 미남 미녀
계부 계모 총각 처녀
계부 계모 남아 여아
계부 계모 남편 부인
계부 계모 의붓아들 의붓딸
계부 계모 이복형 이복누이
계부 계모 차남 차녀
계부 계모 장남 장녀
계부 계모 새아빠 새엄마
고모부 고모 고조부 고조모
고모부 고모 그 그녀
고모부 고모 남동생 여동생
고모부 고모 남자 여자
고모부 고모 남직원 여직원
고모부 고모 남편 아내
고모부 고모 남학생 여학생
고모부 고모 삼촌 숙모
고모부 고모 소년 소녀
고모부 고모 손자 손녀
고모부 고모 수소 암소
고모부 고모 수탉 암탉
고모부 고모 신랑 신부
고모부 고모 아들 딸
고모부 고모 아버지 어머니
고모부 고모 아빠 엄마
고모부 고모 아저씨 아줌마
고모부 고모 오빠 언니
고모부 고모 왕 여왕
고모부 고모 왕자 공주
고모부 고모 외삼촌 외숙모
고모부 고모 이모부 이모
고모부 고모 장인 장모
고모부 고모 제부 제수
고모부 고모 조부 조모
고모부 고모 증조부 증조모
고모부 고모 증조할아버지 증조할머니
고모부 고모 할배 할매
고모부 고모 할아버지 할머니
고모부 고모 형 누나
고모부 고모 형부 형수
고모부 고모 형제 자매
고모부 고모 남성 여성
고모부 고모 신사 숙녀
고모부 고모 장가 시집
고모부 고모 미남 미녀
고모부 고모 총각 처녀
고모부 고모 남아 여아
고모부 고모 남편 부인
고모부 고모 의붓아들 의붓딸
